Cadastro Nacional de Unidades de Conservação (CNUC),Bioma,Categoria da UC,Unidade de Conservação (UC),Número da Estação Amostral,Nome da Estação Amostral,Esforço de amostragem (metros percorridos por dia),data da amostragem (dd/mm/aaaa),Ano,Estação do ano,Horário de início  (hh:mm),Horário de término (hh:mm),"Condição climática (ensolarado, nublado, chuvoso)",Nome dos coletores de dados,Número do animal no guia,Classe,Ordem,Família,Gênero,Espécie identificada em campo pelos coletores,"Clasificação taxonômica identificada em campo pelos coletores (E - espécie, G - gênero, F - família, O - ordem)",Espécies validadas pelo ICMBio,Clasificação taxonômica validada pelo ICMBio,Horário do avistamento,N° de animais,Contagem Total ou Parcial?,Distância perpendicular  (m) do animal em relação a trilha,Trecho do transecto onde o animal foi avistado,Teve problema durante a amostragem?,Observações
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,09:20:00,1,total,"6,28",3100,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,09:21:00,1,total,4,3100,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,09:30:00,1,total,"9,58",3250,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,09:37:00,2,total,"8,1",3300,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:45:00,1,total,"8,93",3450,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,10:00:00,2,total,0,3650,Não,Casal
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,10:03:00,1,total,0,3650,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,10:15:00,1,total,"5,05",3850,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,10:24:00,2,total,"15,55",3950,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,119,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama nemorivaga,E,Mazama nemorivaga,E,10:28:00,1,total,"13,57",4000,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,19,Aves,Galliformes,Cracidae,Aburria,Aburria cujubi,E,Aburria cujubi,E,10:40:00,4,total,"1,47",4150,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,10:45:00,2,total,"4,79",4200,Não,Casal
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,4650,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,06:32:00,1,total,"9,6",100,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,06:47:00,1,total,"11,67",400,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,07:04:00,1,total,"14,6",650,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,07:14:00,1,total,"0,75",800,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,215,Mammalia,Primates,Cebidae,Saimiri,Saimiri collinsi,E,Saimiri collinsi,E,07:35:00,10,total,"11,45",1150,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,07:37:00,2,total,"11,45",1150,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,08:00:00,1,total,"6,4",1450,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,08:00:00,2,total,"16,5",1450,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,08:00:00,1,total,"42,3",1450,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,08:13:00,1,total,"13,1",1500,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,E,Odontophorus gujanensis,E,08:22:00,2,total,"4,4",1750,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,08:26:00,2,total,"11,13",1800,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,E,Odontophorus gujanensis,E,08:42:00,4,total,"4,85",2150,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:17:00,2,total,"6,9",3000,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,09:21:00,1,total,0,3050,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,09:30:00,2,total,25,3200,Não,"Aproximadamente, local de difícil acesso"
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,48,Aves,Gruiformes,Psophiidae,Psophia,Psophia dextralis,E,Psophia dextralis,E,09:36:00,3,total,"21,85",3200,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,19,Aves,Galliformes,Cracidae,Aburria,Aburria cujubi,E,Aburria cujubi,E,09:54:00,2,total,"11,65",3550,Não,1 filhote
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,42,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus major,E,Tinamus sp.,G,09:59:00,1,total,"8,6",3600,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,10:42:00,2,total,"13,85",4300,Não,Casal
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,10:49:00,1,total,"21,95",4350,Não,Vocalização
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,28/10/2014,2014,Seca,06:30:00,11:05:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,10:59:00,2,total,"13,15",4550,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,4650,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,06:42:00,1,total,"5,3",450,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,07:00:00,3,total,"30,55",650,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,07:22:00,2,total,"1,1",900,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,07:43:00,1,total,0,1250,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,07:46:00,1,total,"2,55",1300,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,07:59:00,1,total,"5,5",1450,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,08:08:00,3,total,"1,85",1600,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",42,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus major,E,Tinamus sp.,G,08:15:00,1,total,"12,7",1650,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,08:20:00,3,total,"14,5",1750,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,08:34:00,4,total,"0,8",2000,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:15:00,1,total,"9,8",2750,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,09:31:00,1,total,"6,1",3000,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,09:40:00,1,total,"2,2",3100,Não,Esquilo
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,10:00:00,1,total,"6,1",3450,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,10:20:00,1,total,"22,1",3800,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",42,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus major,E,Tinamus sp.,G,10:30:00,1,total,"8,4",3950,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,E,Odontophorus gujanensis,E,10:40:00,2,total,"8,15",4150,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",122,Mammalia,Artiodactyla,Tayassuidae,Tayassu,Tayassu pecari,E,Tayassu pecari,E,10:45:00,3,total,0,4200,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,E,Odontophorus gujanensis,E,10:50:00,1,total,"1,5",4300,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,29/10/2014,2014,Seca,06:31:00,11:05:00,nublado,"Carlos, Milton e José Ronaldo",17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,10:55:00,2,total,"10,85",4400,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,4650,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,06:48:00,2,total,"18,3",450,Não,Vocalização
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,06:55:00,5,total,"8,55",500,Não,Esquilo vocalizando - comportamento reprodutivo?
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,07:00:00,3,total,"9,8",550,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,07:25:00,3,total,50,950,Não,Aproximado - local de difícil acesso
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,215,Mammalia,Primates,Cebidae,Saimiri,Saimiri collinsi,E,Saimiri collinsi,E,07:26:00,2,total,"12,5",950,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,07:57:00,1,total,"5,45",1500,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,08:01:00,1,total,"10,4",1550,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,08:19:00,1,total,"1,5",1800,Não,Esquilo
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,08:25:00,1,total,0,1850,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,08:28:00,3,total,"3,65",1900,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,08:43:00,1,total,"5,9",2150,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:06:00,1,total,"6,75",2600,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,E,Odontophorus gujanensis,E,09:45:00,5,total,"3,85",3350,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,10:16:00,1,total,"9,75",3950,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,30/10/2014,2014,Seca,06:30:00,11:00:00,ensolarado,Carlos e Milton,3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,10:25:00,1,total,"18,65",4050,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,4650,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,06:38:00,1,total,"0,6",200,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,E,Odontophorus gujanensis,E,06:45:00,4,total,"8,85",300,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,06:48:00,1,total,"8,5",300,Não,Esquilo
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,07:15:00,1,total,"1,3",750,Não,Esquilo
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus tao,E,Tinamus sp.,G,07:17:00,1,total,9,800,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,07:42:00,1,total,"10,2",1200,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,07:56:00,4,total,"0,6",1450,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,08:30:00,1,total,8,2050,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:24:00,1,total,"4,75",2200,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:40:00,1,total,"2,15",3050,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:46:00,1,total,"4,75",3300,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,31/10/2014,2014,Seca,06:30:00,11:00:00,nublado,"Carlos, Milton e José Ronaldo",139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:46:00,1,total,"2,6",3350,Não,NA
